P1,T001,NK0g23 NK0g28 NK0g81 NK0g34 NK0g31 NK0g8 NK0g10 NK0g58 NK0g24 NK0g59 NK0g36 NK0g44 NK0g91 NK0g45 NK0g53 NK0g79 NK0g17 NK0g14 NK0g80 NK0g72 NK0g22 NK0g90 NK0g63 NK0g94 NK0g85 NK0g77 NK0g71 NK0g48 NK0g33 NK0g101 NK0g3 NK0g73 NK0g18 NK0g52 NK0g19 NK0g97 NK0g42 NK0g21 NK0g12 NK0g49 NK0g5 NK0g15 NK0g96 NK0g54 NK0g39 NK0g74 NK0g56 NK0g13 NK0g1 NK0g16 NK0g25 NK0g4 NK0g100 NK0g20 NK0g30 NK0g7 NK0g87 NK0g95 NK0g83 NK0g102 NK0g32 NK0g27 NK0g51 NK0g2 NK0g99 NK0g38 NK0g29 NK0g41 NK0g70 NK0g98 NK0g61 NK0g26 NK0g11 NK0g78 NK0g76 NK0g82 NK0g106 NK0g93 NK0g69 NK0g50 NK0g105 NK0g75 NK0g9 NK0g57 NK0g92 NK0g40 NK0g37 NK0g60 NK0g35 NK0g84 NK0g47 NK0g6 NK0g86 NK0g104 NK0g62 NK0g88 NK0g64 NK0g103 NK0g65 NK0g46 NK0g66 NK0g67 NK0g43 NK0g89 NK0g68 ,RK04 RK080 RK064 RK031 RK091 RK065 RK079 RK0117 RK033 RK02 RK038 RK084 RK025 RK021 RK0109 RK0128 RK053 RK0105 RK0124 RK077 RK023 RK049 RK0130 RK0102 RK097 RK042 RK063 RK034 RK015 RK0118 RK088 RK0104 RK073 RK096 RK028 RK017 RK045 RK027 RK0121 RK040 RK059 RK046 RK030 RK0115 RK089 RK041 RK07 RK03 RK076 RK0134 RK060 RK048 RK026 RK0129 RK0125 RK011 RK036 RK0133 RK0132 RK018 RK0119 RK085 RK093 RK032 RK098 RK072 RK055 RK081 RK069 RK013 RK0131 RK012 RK01 RK029 RK043 RK074 RK016 RK020 RK095 RK061 RK0107 RK090 RK0101 RK0127 RK066 RK05 RK070 RK054 RK06 RK052 RK0100 RK056 RK058 RK024 RK078 RK071 RK0123 RK075 RK051 RK08 RK0122 RK044 RK083 ,'T006'  'T009'  'T012'  'T024'  'T028'  'T039'
P1,T002,NK0g96 NK0g103 NK0g102 NK0g56 NK0g81 NK0g33 NK0g91 NK0g85 NK0g35 NK0g9 NK0g43 NK0g53 NK0g73 NK0g46 NK0g3 NK0g74 NK0g6 NK0g72 NK0g16 NK0g30 NK0g68 NK0g12 NK0g13 NK0g106 NK0g60 NK0g69 NK0g105 NK0g75 NK0g39 NK0g100 ,RK030 RK071 RK039 RK098 RK086 RK0114 RK076 RK042 RK052 RK0121 RK028 RK0115 RK0130 RK077 RK027 RK072 RK068 RK082 RK04 RK070 ,'T014'  'T034'
P1,T003,NK0g60 NK0g52 NK0g72 NK0g7 NK0g55 NK0g42 NK0g96 NK0g92 NK0g27 NK0g46 NK0g13 NK0g101 NK0g77 NK0g84 NK0g44 NK0g29 NK0g18 NK0g102 NK0g82 NK0g12 NK0g68 NK0g2 NK0g17 NK0g19 NK0g57 NK0g98 NK0g91 NK0g49 NK0g9 NK0g88 NK0g10 NK0g39 NK0g83 NK0g15 NK0g75 NK0g32 NK0g81 NK0g80 NK0g36 NK0g11 NK0g14 NK0g95 NK0g41 NK0g34 NK0g53 NK0g38 NK0g105 NK0g66 NK0g43 NK0g47 NK0g51 NK0g90 NK0g89 NK0g79 NK0g87 NK0g56 NK0g45 NK0g103 NK0g106 NK0g35 NK0g48 NK0g5 NK0g37 NK0g74 NK0g63 NK0g6 NK0g93 NK0g70 NK0g1 NK0g8 NK0g25 NK0g71 NK0g33 NK0g4 NK0g40 NK0g24 NK0g16 NK0g20 NK0g64 NK0g85 NK0g3 NK0g61 NK0g59 NK0g97 NK0g100 NK0g65 NK0g21 ,RK0113 RK0132 RK0123 RK013 RK09 RK0133 RK060 RK098 RK042 RK059 RK064 RK053 RK074 RK02 RK085 RK0101 RK022 RK054 RK086 RK047 RK023 RK019 RK058 RK0121 RK099 RK088 RK077 RK093 RK067 RK043 RK063 RK052 RK0119 RK082 RK026 ,'T022'  'T025'  'T028'
P1,T004,NK0g83 NK0g86 NK0g43 NK0g93 NK0g90 NK0g71 NK0g77 NK0g76 NK0g40 NK0g101 NK0g7 NK0g33 NK0g45 NK0g1 NK0g95 NK0g59 NK0g57 NK0g21 NK0g84 NK0g58 NK0g30 NK0g102 NK0g48 NK0g94 NK0g32 NK0g81 NK0g52 NK0g56 NK0g60 NK0g99 NK0g2 NK0g47 NK0g55 NK0g19 NK0g29 NK0g4 NK0g14 NK0g26 NK0g96 NK0g17 NK0g78 NK0g36 NK0g92 NK0g61 NK0g65 NK0g63 NK0g39 NK0g88 NK0g5 NK0g35 NK0g104 NK0g3 NK0g51 NK0g9 NK0g25 NK0g53 NK0g80 NK0g105 NK0g74 NK0g106 NK0g20 NK0g24 NK0g27 NK0g16 NK0g13 NK0g44 NK0g23 NK0g12 NK0g28 NK0g11 NK0g103 NK0g54 NK0g100 NK0g6 NK0g50 NK0g42 NK0g41 NK0g22 NK0g34 NK0g49 NK0g82 NK0g38 ,RK058 RK064 RK0129 RK032 RK069 RK0121 RK093 RK060 RK0124 RK0103 RK075 RK015 RK077 RK056 RK025 RK07 RK063 RK0123 RK052 RK0122 RK0116 RK030 RK066 RK047 RK086 RK0134 RK0108 RK0102 RK078 RK026 RK012 RK092 RK080 RK0133 RK036 RK027 RK068 RK055 RK057 RK061 RK071 RK018 RK023 RK090 RK083 RK079 RK04 RK06 RK024 RK037 RK053 RK09 RK045 RK087 RK0119 RK054 RK043 RK049 RK029 RK0100 RK016 RK0105 RK089 RK0127 RK081 RK091 RK0132 RK042 RK051 RK014 RK028 RK017 RK0112 RK0125 RK040 RK059 RK019 RK0131 RK067 RK062 RK0110 RK020 RK070 RK082 RK088 RK05 RK0101 RK095 RK096 RK065 RK035 RK050 RK0130 RK048 RK0106 RK0104 RK041 RK073 RK011 RK0114 RK013 RK072 RK039 RK094 RK022 RK0118 RK085 RK038 RK033 RK0126 RK084 RK08 RK0107 RK098 RK0109 RK076 RK0115 RK0113 RK044 RK074 RK0117 RK097 RK03 ,'T010'  'T013'  'T024'
P1,T005,NK0g58 NK0g88 NK0g59 NK0g19 NK0g78 NK0g89 NK0g29 NK0g3 NK0g51 NK0g53 NK0g55 NK0g92 NK0g62 NK0g75 NK0g6 NK0g50 NK0g71 NK0g8 NK0g101 NK0g65 NK0g102 NK0g105 NK0g54 NK0g12 NK0g94 NK0g97 NK0g20 NK0g18 NK0g60 NK0g41 NK0g104 NK0g30 NK0g25 NK0g90 NK0g49 NK0g36 NK0g38 NK0g91 NK0g72 NK0g82 NK0g28 NK0g84 NK0g43 NK0g87 NK0g69 NK0g98 NK0g63 NK0g57 NK0g70 NK0g93 NK0g40 NK0g45 NK0g23 NK0g86 NK0g85 NK0g106 NK0g67 NK0g103 NK0g9 NK0g10 NK0g80 NK0g14 NK0g64 NK0g99 NK0g13 NK0g5 NK0g26 NK0g31 NK0g7 NK0g44 NK0g17 NK0g21 NK0g39 NK0g2 NK0g4 NK0g95 NK0g61 NK0g76 NK0g35 NK0g73 NK0g34 NK0g77 NK0g100 NK0g32 NK0g27 NK0g24 NK0g11 ,RK065 RK035 RK0118 RK0120 RK045 RK071 RK0123 RK062 RK028 RK07 RK0132 RK099 RK047 RK064 RK0127 RK033 RK0117 RK077 RK0126 RK02 RK054 RK042 RK090 RK080 RK067 RK018 RK017 RK0133 RK0116 RK092 RK0114 RK066 RK0102 RK027 RK0104 RK015 RK076 RK01 RK079 RK081 RK078 RK08 RK025 RK0103 RK09 RK043 RK0113 RK084 RK051 RK073 RK026 RK091 RK0107 RK075 RK093 RK083 RK0108 RK088 RK040 RK012 RK0131 RK023 RK085 RK06 RK022 RK0119 RK049 RK0105 RK046 RK0125 RK087 RK030 RK060 RK086 RK098 RK097 RK070 RK041 RK014 RK032 RK0110 RK059 RK052 RK057 RK011 RK031 RK056 RK0109 RK0100 RK048 RK0128 RK094 RK029 RK050 RK0111 RK0124 RK013 RK082 RK021 RK0121 RK095 RK0106 RK03 RK05 RK055 RK020 RK039 RK068 RK061 RK036 RK044 RK063 ,'T022'  'T025'  'T029'  'T030'
P1,T006,NK0g14 NK0g43 NK0g8 NK0g95 NK0g44 NK0g52 NK0g65 NK0g76 NK0g81 NK0g38 NK0g32 NK0g40 NK0g2 NK0g97 NK0g100 NK0g90 NK0g72 NK0g59 NK0g54 NK0g94 NK0g29 NK0g30 NK0g55 NK0g9 NK0g31 ,RK0106 RK0110 RK081 RK021 RK0100 RK0117 RK071 RK045 RK064 RK018 RK089 RK0122 RK063 RK087 RK0101 RK024 RK0112 RK074 RK023 RK010 RK028 RK066 RK079 RK037 RK0103 RK040 RK051 RK014 RK0104 RK015 RK095 RK056 RK058 RK057 RK027 RK091 RK098 RK080 RK0102 RK012 RK078 RK0130 RK083 RK022 RK052 RK0129 RK017 RK048 RK07 RK03 RK016 RK082 RK094 RK054 RK025 RK0132 RK096 RK030 RK0127 RK061 RK02 RK0105 RK034 RK011 RK0114 RK0109 RK0134 RK035 RK0125 RK0111 RK099 RK041 RK085 ,'T026'  'T029'
P1,T007,NK0g102 NK0g64 NK0g49 NK0g43 NK0g105 NK0g70 NK0g76 NK0g75 NK0g48 NK0g97 NK0g81 NK0g82 NK0g39 NK0g41 NK0g53 NK0g83 NK0g98 NK0g47 NK0g94 NK0g79 NK0g28 NK0g5 NK0g61 NK0g99 ,RK081 RK0101 RK041 RK078 RK010 RK017 RK058 RK064 RK050 RK07 RK087 RK065 RK030 RK038 RK048 RK029 RK09 RK0107 RK0113 RK077 RK099 RK0120 RK091 RK025 RK083 RK062 RK098 RK011 RK084 RK013 RK056 RK0108 RK01 RK0111 RK0122 RK033 RK0125 RK0124 RK079 RK0121 RK034 RK055 RK05 RK03 RK0134 RK028 RK044 RK082 RK085 RK0132 RK018 RK0133 RK076 RK073 RK016 RK067 RK089 RK037 RK014 RK066 RK074 RK015 RK046 RK097 RK0109 RK04 RK08 RK049 RK021 RK059 RK0104 RK045 RK0118 RK043 RK057 RK027 RK092 RK0105 RK0106 RK040 RK0117 RK0130 RK060 RK094 RK093 RK019 RK032 RK042 RK0131 RK054 RK071 RK0126 RK0119 RK012 RK026 RK069 RK095 RK0129 RK020 RK096 RK02 ,'T010'  'T019'  'T027'
P1,T008,NK0g27 NK0g85 NK0g10 NK0g30 NK0g78 NK0g25 NK0g28 NK0g55 NK0g19 NK0g88 NK0g95 NK0g4 NK0g44 NK0g70 NK0g36 NK0g105 NK0g45 NK0g17 NK0g49 NK0g57 NK0g31 NK0g56 NK0g66 NK0g43 NK0g42 NK0g69 NK0g99 NK0g82 NK0g75 NK0g14 NK0g60 NK0g13 NK0g90 NK0g18 NK0g32 NK0g80 NK0g91 ,RK032 RK066 RK030 RK076 RK065 RK05 RK077 RK091 RK073 RK0110 RK023 RK019 RK03 RK061 RK053 RK0120 RK0134 RK094 RK09 RK0105 RK0130 RK062 RK089 RK027 RK017 RK034 RK0129 RK0109 RK0133 RK056 RK028 RK0121 RK010 RK083 RK018 RK026 RK016 RK067 RK080 RK075 RK06 RK039 RK0107 RK020 RK088 RK04 RK044 RK097 RK085 RK013 RK093 RK0113 RK0112 RK0127 RK072 RK012 RK031 RK0124 RK033 RK0117 RK0122 RK0126 RK055 RK0119 RK0125 RK0100 RK038 RK070 RK078 RK0103 RK024 RK022 RK0114 RK068 RK074 RK064 RK0101 RK082 RK081 RK084 RK047 RK0118 RK054 RK059 RK0115 RK042 RK0123 RK037 RK0102 RK098 RK0116 RK051 RK07 RK090 RK041 RK048 RK079 RK087 RK036 RK043 RK0132 RK049 RK086 RK060 RK021 RK011 RK08 RK01 ,'T013'  'T017'  'T019'  'T026'
P1,T009,NK0g42 NK0g97 NK0g75 NK0g28 NK0g37 NK0g16 NK0g94 NK0g36 NK0g76 NK0g71 NK0g88 NK0g2 NK0g31 NK0g99 NK0g8 NK0g81 NK0g30 NK0g69 NK0g46 NK0g5 NK0g34 NK0g21 NK0g4 NK0g13 NK0g49 NK0g3 NK0g25 NK0g86 NK0g43 NK0g11 NK0g54 NK0g20 NK0g98 NK0g82 NK0g77 ,RK038 RK095 RK054 RK051 RK0113 RK030 RK0134 RK044 RK028 RK06 RK04 RK078 RK070 RK098 RK0118 RK036 RK080 RK0108 RK026 RK0120 RK076 RK0117 RK0121 RK027 RK0122 RK010 RK047 RK042 RK07 RK041 RK035 RK052 RK029 RK017 RK0105 ,'T011'  'T013'  'T024'  'T034'  'T036'  'T039'
P1,T010,NK0g71 NK0g26 NK0g10 NK0g36 NK0g44 NK0g16 NK0g59 NK0g70 NK0g55 NK0g68 NK0g3 NK0g38 NK0g35 NK0g6 NK0g95 NK0g5 NK0g45 NK0g53 NK0g42 NK0g29 NK0g22 NK0g2 NK0g30 NK0g75 NK0g47 NK0g86 ,RK025 RK063 RK082 RK0126 RK048 RK075 RK0121 RK098 RK080 RK078 RK051 RK052 RK034 RK0101 RK0106 RK046 RK0108 RK05 RK016 RK059 RK036 RK041 RK0110 RK017 RK022 RK0134 RK074 RK026 RK01 RK058 RK0113 RK0109 RK0124 RK066 RK055 RK062 RK0100 RK081 RK094 RK032 RK033 RK083 RK029 RK0128 RK0133 RK099 RK085 RK072 RK014 RK053 RK042 RK047 RK031 RK024 RK060 RK043 RK019 RK020 RK0103 RK086 RK039 RK010 RK0117 RK087 RK08 RK049 RK070 RK0132 RK0102 RK095 RK011 RK0127 RK054 RK04 RK0116 RK030 RK093 RK023 RK0104 RK0129 RK0118 RK018 RK088 RK089 RK079 RK056 RK028 RK077 RK096 RK092 RK037 RK035 RK06 ,'T011'  'T017'  'T022'  'T029'  'T031'
