NK0g1,S0,2,3,1,1,5,5,2,5,1,5,1,3,5,4,7,3,1,6,2,1,6,1,6,2,2,3,1,2,7,4,7,5,4,1,4,2,6,4,1,5,2,1
NK0g1,S1,6,4,1,5,7,3,1,6,3,3,2,4,5,2,2,5,4,2,3,6,5,5,7,2,1,4,5,2,2,6,5,3,3,4,7,2,5,3,3,3,2,5
NK0g1,S2,4,1,6,4,3,2,1,7,2,6,6,2,6,7,5,1,5,7,1,1,3,3,6,2,4,7,6,3,6,7,2,4,7,7,5,3,7,1,4,5,6,6
NK0g1,S3,1,1,7,1,3,3,4,4,6,1,5,4,4,1,1,4,3,4,2,6,2,2,3,2,7,3,3,4,4,3,7,7,4,4,7,5,5,7,2,1,2,3
NK0g1,S4,1,2,7,6,2,1,6,5,2,1,1,5,7,3,6,7,7,6,2,3,2,5,5,6,6,2,3,7,3,5,7,1,5,3,1,2,7,1,7,5,3,7
NK0g1,S5,2,1,2,4,1,2,6,2,1,7,6,3,2,6,2,5,1,5,4,3,6,6,7,1,1,4,1,5,4,4,5,7,2,5,6,4,4,4,3,1,7,7
NK0g1,S6,3,7,4,5,4,2,2,3,2,6,5,6,2,3,5,2,5,2,6,3,1,2,6,6,4,5,2,5,4,4,2,2,3,5,1,3,7,6,5,2,6,1
NK0g1,S7,4,4,1,5,5,7,3,5,3,2,6,1,2,3,2,2,6,5,3,6,1,3,7,3,5,7,6,3,1,4,4,7,7,1,2,6,4,7,3,2,2,5
NK0g1,S8,7,4,6,4,3,5,5,3,6,2,7,2,4,4,6,7,1,5,2,4,3,7,7,4,2,6,4,1,2,3,5,4,6,2,6,6,3,3,7,4,4,4
NK0g1,S9,5,5,4,5,5,2,3,3,6,5,4,5,1,1,3,6,4,3,3,3,4,6,5,4,4,6,7,3,7,1,2,3,2,5,2,1,3,1,3,2,2,6
NK0g1,S10,7,3,1,4,7,2,2,6,7,1,3,4,4,7,1,1,6,7,4,4,2,4,4,1,4,1,1,4,1,2,4,7,4,7,5,6,7,5,1,5,3,5
NK0g1,S11,1,7,1,5,1,1,7,3,3,3,7,1,6,3,2,1,1,3,2,1,7,3,3,1,5,3,6,6,4,4,5,1,1,7,4,3,6,3,4,5,5,7
NK0g1,S12,4,4,2,1,3,5,3,5,1,6,2,2,5,4,2,4,7,7,5,6,5,2,3,5,3,7,4,4,4,1,4,1,3,2,1,2,2,4,3,1,4,6
NK0g1,S13,6,7,3,1,5,4,2,7,5,5,3,4,5,2,3,4,4,4,2,6,5,7,7,4,1,2,7,5,1,1,6,4,5,3,7,3,6,5,1,1,2,3
NK0g1,S14,6,5,2,4,1,5,3,5,3,6,2,6,5,1,7,1,2,3,2,7,1,5,4,4,6,4,5,3,5,5,6,3,3,1,2,7,1,3,5,1,7,5
NK0g1,S15,3,3,1,7,1,1,6,3,2,1,6,5,2,2,4,7,4,2,6,7,3,5,3,5,6,7,2,3,1,7,7,4,7,6,2,4,7,4,2,3,2,4
NK0g1,S16,7,4,2,6,2,6,3,4,2,5,5,1,1,7,3,2,2,4,1,2,2,3,2,7,2,6,6,2,7,4,6,6,5,6,5,4,2,2,7,7,2,7
NK0g1,S17,7,7,4,6,6,5,1,3,6,2,1,3,2,6,6,6,1,2,2,7,2,3,3,7,5,1,1,6,2,7,2,7,5,4,4,5,6,2,6,4,1,3
NK0g1,S18,4,2,7,1,4,1,4,7,7,1,3,6,6,2,4,4,4,2,4,4,1,1,7,4,7,2,3,6,1,3,6,6,3,4,6,7,4,3,4,1,4,6
NK0g1,S19,4,6,7,4,5,3,1,7,5,7,4,5,7,2,1,3,1,3,4,5,4,6,1,1,7,3,6,1,7,5,6,4,6,6,7,7,2,1,7,7,3,2
NK0g1,S20,6,5,4,3,6,1,2,2,6,5,1,5,7,6,2,1,7,5,2,7,2,1,1,7,4,4,7,2,2,7,4,1,1,6,5,3,6,5,3,6,7,6
NK0g1,S21,7,6,5,5,5,6,6,2,7,6,6,3,5,1,4,6,5,3,5,1,4,3,1,3,1,5,3,2,2,6,7,2,3,6,5,6,2,2,3,1,7,7
NK0g1,S22,7,2,6,4,5,1,1,7,4,7,3,4,6,2,3,5,1,1,6,2,4,7,5,1,2,2,2,1,6,6,6,3,5,6,7,4,4,2,6,2,1,2
NK0g1,S23,5,4,3,6,1,6,4,5,3,5,7,7,4,2,5,1,3,4,7,3,3,2,7,7,2,2,1,6,5,1,7,4,7,6,3,5,1,4,2,4,5,1
NK0g1,S24,6,2,7,3,7,3,6,4,1,7,2,6,3,6,7,6,1,6,4,2,4,1,3,1,3,6,6,4,1,7,6,1,1,6,3,1,4,6,3,6,2,6
NK0g1,S25,6,5,6,6,7,5,4,6,5,1,7,2,1,4,1,7,7,7,6,6,3,2,5,5,1,7,3,4,7,2,7,4,1,4,4,3,7,1,3,4,3,7
NK0g1,S26,3,7,3,3,6,1,6,4,5,4,7,7,6,5,6,4,5,3,1,6,7,5,3,2,4,3,3,7,6,2,4,4,5,5,4,4,5,1,7,3,6,4
NK0g1,S27,4,4,2,6,7,5,3,3,2,7,6,2,2,2,3,2,6,3,3,2,6,2,2,6,1,3,1,2,1,5,1,5,6,3,5,6,1,5,7,7,2,4
NK0g1,S28,2,2,3,1,5,5,6,5,5,7,2,1,4,2,2,5,7,2,6,7,4,3,1,3,7,3,4,5,2,5,6,1,7,3,5,1,3,5,3,3,6,5
NK0g1,S29,4,3,7,1,1,1,2,2,6,1,6,7,3,6,3,7,1,1,3,3,1,4,4,2,1,2,1,4,2,3,5,3,4,4,1,2,3,3,3,5,4,5
NK0g1,S30,2,3,2,6,1,5,3,6,6,1,1,2,7,1,4,4,7,7,5,6,4,6,3,5,3,3,3,6,6,3,1,2,3,1,6,5,1,2,7,6,6,3
NK0g1,S31,4,3,5,1,5,6,6,3,1,7,2,6,2,4,1,7,3,2,6,1,3,1,5,3,1,4,4,2,2,3,3,4,7,5,2,1,4,1,7,2,6,3
NK0g1,S32,1,5,6,7,1,7,2,1,2,5,3,4,5,3,6,6,7,1,1,6,2,2,7,1,2,4,5,6,5,6,1,6,2,2,2,3,3,2,2,4,5,3
NK0g1,S33,1,3,6,7,3,1,3,7,1,3,4,2,2,2,7,3,5,7,3,7,3,1,7,6,6,2,4,5,6,7,3,7,5,7,3,3,4,4,2,4,4,4
NK0g1,S34,2,4,5,2,1,6,6,5,1,1,2,3,2,7,5,5,6,5,6,4,7,2,7,7,6,5,4,3,2,2,5,1,3,3,3,4,3,2,3,4,5,3
NK0g1,S35,1,6,6,3,6,2,6,5,6,6,5,1,4,3,7,7,3,1,1,4,7,6,6,2,2,1,2,6,3,2,5,1,7,6,5,1,2,3,7,6,2,4
NK0g1,S36,1,1,3,7,6,1,1,1,2,7,6,1,4,1,5,6,6,6,4,1,1,1,7,7,2,4,4,3,5,1,5,3,7,3,7,1,2,6,1,2,1,6
NK0g1,S37,6,3,3,1,3,1,4,5,4,6,7,4,1,5,1,1,7,7,3,3,4,7,6,7,6,2,2,4,2,3,4,5,6,4,3,1,1,7,6,2,2,2
NK0g1,S38,7,5,6,7,7,7,5,5,1,4,1,1,3,4,3,7,3,6,5,5,7,6,5,3,2,2,6,2,5,1,3,2,4,5,4,3,5,6,7,1,3,2
NK0g1,S39,4,1,6,5,1,2,5,7,3,7,3,6,5,2,4,6,5,5,7,1,2,6,1,1,7,2,7,2,7,5,7,2,7,4,3,5,6,5,5,4,2,3
